5,-4.74298043469
6,-4.65397119331
7,-4.58170151793
8,-4.5221808545
9,-4.47269483553
10,-4.43131315689
11,-4.39661394899
12,-4.3675195409
13,-4.34319361235
14,-4.32297410417
15,-4.30632793306
16,-4.29281952363
17,-4.28208838823
18,-4.27383280188
19,-4.26779768602
20,-4.2637654626
21,-4.26154904531
22,-4.26098639542
23,-4.2619362409
24,-4.26427467275
25,-4.26789241128
26,-4.27269259011
27,-4.2785889445
28,-4.28550431856
29,-4.29336942628
30,-4.3021218164
31,-4.31170500192
32,-4.32206772407
33,-4.33316332631
34,-4.3449492194
35,-4.35738642194
36,-4.37043916402
37,-4.38407454391
38,-4.3982622293
39,-4.41297419661
40,-4.42818450242
41,-4.44386908258
42,-4.46000557498
43,-4.47657316268
44,-4.49355243483
45,-4.51092526276
46,-4.5286746895
47,-4.54678483094
48,-4.56524078717
49,-4.58402856286
50,-4.60313499542
51,-4.62254769028
52,-4.64225496223
53,-4.66224578232
54,-4.68250972964
55,-4.70303694738
56,-4.72381810291
57,-4.74484435117
58,-4.76610730135
59,-4.78759898631
60,-4.80931183447
61,-4.83123864413
62,-4.85337255969
63,-4.87570704987
64,-4.89823588757
65,-4.92095313122
66,-4.94385310765
67,-4.96693039612
68,-4.99017981358
69,-5.01359640098
70,-5.03717541052
71,-5.06091229385
72,-5.08480269103
73,-5.10884242027
74,-5.13302746837
75,-5.15735398174
76,-5.18181825811
77,-5.20641673863
78,-5.23114600063
79,-5.25600275072
80,-5.28098381836
81,-5.30608614983
82,-5.33130680258
83,-5.35664293986
84,-5.38209182575
85,-5.40765082041
86,-5.43331737563
87,-5.45908903066
88,-5.48496340824
89,-5.51093821085
90,-5.53701121722
91,-5.56318027896
92,-5.58944331743
93,-5.61579832072
94,-5.64224334086
95,-5.66877649113
96,-5.69539594348
97,-5.7220999262
98,-5.74888672156
99,-5.77575466365
100,-5.80270213635
101,-5.82972757134
102,-5.85682944623
103,-5.8840062828
104,-5.91125664529
105,-5.93857913881
106,-5.96597240777
107,-5.99343513447
108,-6.02096603765
109,-6.04856387118
110,-6.07622742278
111,-6.10395551284
112,-6.1317469932
113,-6.15960074606
114,-6.18751568297
115,-6.21549074373
116,-6.24352489547
117,-6.27161713173
118,-6.29976647152
119,-6.32797195852
120,-6.35623266019
121,-6.38454766709
122,-6.41291609202
123,-6.44133706937
124,-6.46980975438
125,-6.49833332252
126,-6.52690696882
127,-6.55552990724
128,-6.58420137014
129,-6.61292060764
130,-6.64168688712
131,-6.6704994927
132,-6.6993577247
133,-6.72826089918
134,-6.75720834745
135,-6.78619941565
136,-6.81523346431
137,-6.84430986788
138,-6.87342801441
139,-6.90258730509
140,-6.93178715391
141,-6.96102698731
142,-6.99030624377
143,-7.01962437356
144,-7.04898083834
145,-7.0783751109
146,-7.1078066748
147,-7.13727502413
148,-7.16677966322
149,-7.19632010631
150,-7.22589587737
151,-7.25550650978
152,-7.28515154611
153,-7.31483053786
154,-7.34454304527
155,-7.37428863705
156,-7.40406689019
157,-7.43387738973
158,-7.46371972858
159,-7.4935935073
160,-7.52349833394
161,-7.5534338238
162,-7.58339959932
163,-7.61339528985
164,-7.64342053152
165,-7.67347496703
166,-7.70355824555
167,-7.73367002253
168,-7.76380995955
169,-7.79397772419
170,-7.82417298986
171,-7.85439543572
172,-7.88464474649
173,-7.91492061234
174,-7.9452227288
175,-7.97555079656
176,-8.00590452145
177,-8.03628361422
178,-8.06668779054
179,-8.09711677079
180,-8.12757028002
181,-8.15804804782
182,-8.18854980824
183,-8.21907529966
184,-8.24962426472
185,-8.28019645024
186,-8.31079160709
187,-8.34140949016
188,-8.37204985821
189,-8.40271247384
190,-8.43339710338
191,-8.46410351683
192,-8.49483148776
193,-8.52558079329
194,-8.55635121393
195,-8.58714253359
196,-8.61795453948
197,-8.64878702203
198,-8.67963977484
199,-8.71051259464
200,-8.74140528116
201,-8.77231763715
202,-8.80324946827
203,-8.83420058303
204,-8.86517079278
205,-8.89615991161
206,-8.92716775631
207,-8.95819414632
208,-8.98923890368
209,-9.02030185298
210,-9.05138282132
211,-9.08248163823
212,-9.11359813568
213,-9.14473214797
214,-9.17588351174
215,-9.2070520659
216,-9.23823765158
217,-9.26944011212
218,-9.300659293
219,-9.33189504182
220,-9.36314720825
221,-9.394415644
222,-9.42570020277
223,-9.45700074025
224,-9.48831711402
225,-9.51964918359
226,-9.55099681032
227,-9.58235985739
228,-9.61373818978
229,-9.64513167425
230,-9.67654017929
231,-9.70796357507
232,-9.73940173347
233,-9.77085452799
234,-9.80232183377
235,-9.83380352753
236,-9.86529948756
237,-9.89680959367
238,-9.92833372721
239,-9.959871771
240,-9.99142360931
241,-10.0229891279
242,-10.0545682139
243,-10.0861607557
244,-10.1177666434
245,-10.1493857682
246,-10.1810180226
247,-10.2126633005
248,-10.244321497
249,-10.2759925086
